---------------------
Round 0
---------------------
Training Points - 4000
Test Accuracy - 87.74
Training
Epoch:2- training accuracy:0.1645- training loss:tensor(2.3126, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:69- training accuracy:0.9821875- training loss:tensor(0.0960, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:70- training accuracy:0.9805833333333334- training loss:tensor(0.0469, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:71- training accuracy:0.982125- training loss:tensor(0.0194, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:72- training accuracy:0.9836458333333333- training loss:tensor(0.0226, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:73- training accuracy:0.9840208333333333- training loss:tensor(0.0261, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:74- training accuracy:0.9833333333333333- training loss:tensor(0.0854, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:75- training accuracy:0.985- training loss:tensor(0.1313, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:76- training accuracy:0.9855833333333334- training loss:tensor(0.0360, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:77- training accuracy:0.9874375- training loss:tensor(0.0295, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:78- training accuracy:0.9843541666666666- training loss:tensor(0.0394, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:79- training accuracy:0.9865833333333334- training loss:tensor(0.0192, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:80- training accuracy:0.9860625- training loss:tensor(0.0243, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:81- training accuracy:0.9866041666666666- training loss:tensor(0.0620, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:82- training accuracy:0.9881875- training loss:tensor(0.0368, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:83- training accuracy:0.9891041666666667- training loss:tensor(0.0139, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:84- training accuracy:0.98975- training loss:tensor(0.0508, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:85- training accuracy:0.9896458333333333- training loss:tensor(0.0053, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:86- training accuracy:0.989875- training loss:tensor(0.0052, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:87- training accuracy:0.9896666666666667- training loss:tensor(0.0089, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:88- training accuracy:0.9902916666666667- training loss:tensor(0.0342, device='cuda:0', grad_fn=<NllLossBackward0>)
---------------------
Round 11
---------------------
Training Points - 48000
Test Accuracy - 94.24
Selection Time - 0.0008475780487060547
Trainining Time - 1894.3743200302124
Training
Epoch:2- training accuracy:0.5876875- training loss:tensor(0.5245, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:3- training accuracy:0.8613541666666666- training loss:tensor(0.3389, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:4- training accuracy:0.8881666666666667- training loss:tensor(0.2766, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:5- training accuracy:0.9011875- training loss:tensor(0.2617, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:6- training accuracy:0.911125- training loss:tensor(0.3532, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:7- training accuracy:0.9165- training loss:tensor(0.2026, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:8- training accuracy:0.9221458333333333- training loss:tensor(0.1875, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:9- training accuracy:0.9270208333333333- training loss:tensor(0.4970, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:10- training accuracy:0.9303333333333333- training loss:tensor(0.2161, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:11- training accuracy:0.9343541666666667- training loss:tensor(0.1625, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:12- training accuracy:0.9370625- training loss:tensor(0.3145, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:13- training accuracy:0.93775- training loss:tensor(0.1621, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:14- training accuracy:0.9412083333333333- training loss:tensor(0.1401, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:15- training accuracy:0.94175- training loss:tensor(0.1356, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:16- training accuracy:0.9416458333333333- training loss:tensor(0.1289, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:17- training accuracy:0.9458333333333333- training loss:tensor(0.0698, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:18- training accuracy:0.9476666666666667- training loss:tensor(0.0848, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:19- training accuracy:0.9479166666666666- training loss:tensor(0.1170, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:20- training accuracy:0.9507708333333333- training loss:tensor(0.2286, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:21- training accuracy:0.9509791666666667- training loss:tensor(0.2168, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:22- training accuracy:0.9516666666666667- training loss:tensor(0.1765, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:23- training accuracy:0.9527291666666666- training loss:tensor(0.1382, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:24- training accuracy:0.95425- training loss:tensor(0.1280, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:25- training accuracy:0.9554583333333333- training loss:tensor(0.2455, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:26- training accuracy:0.9556041666666667- training loss:tensor(0.0983, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:27- training accuracy:0.9587291666666666- training loss:tensor(0.0804, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:28- training accuracy:0.9578125- training loss:tensor(0.0803, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:29- training accuracy:0.9592916666666667- training loss:tensor(0.0999, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:30- training accuracy:0.9597083333333334- training loss:tensor(0.1646, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:31- training accuracy:0.9605- training loss:tensor(0.2324, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:32- training accuracy:0.962875- training loss:tensor(0.4047, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:33- training accuracy:0.9623125- training loss:tensor(0.2097, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:34- training accuracy:0.9628333333333333- training loss:tensor(0.1238, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:35- training accuracy:0.964625- training loss:tensor(0.1473, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:36- training accuracy:0.9663333333333334- training loss:tensor(0.0911, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:37- training accuracy:0.9649583333333334- training loss:tensor(0.1110, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:38- training accuracy:0.9642708333333333- training loss:tensor(0.1244, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:39- training accuracy:0.9669791666666666- training loss:tensor(0.0651, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:40- training accuracy:0.9673958333333333- training loss:tensor(0.1246, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:41- training accuracy:0.9682708333333333- training loss:tensor(0.0979, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:42- training accuracy:0.9685833333333334- training loss:tensor(0.0640, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:43- training accuracy:0.9691458333333334- training loss:tensor(0.0638, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:44- training accuracy:0.9690208333333333- training loss:tensor(0.0433, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:45- training accuracy:0.9703333333333334- training loss:tensor(0.3240, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:46- training accuracy:0.9704375- training loss:tensor(0.1258, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:47- training accuracy:0.9720833333333333- training loss:tensor(0.0902, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:48- training accuracy:0.9736041666666667- training loss:tensor(0.1671, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:49- training accuracy:0.9717708333333334- training loss:tensor(0.1001, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:50- training accuracy:0.9720625- training loss:tensor(0.1556, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:51- training accuracy:0.9721666666666666- training loss:tensor(0.1819, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:52- training accuracy:0.9739375- training loss:tensor(0.2431, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:53- training accuracy:0.9740208333333333- training loss:tensor(0.0118, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:54- training accuracy:0.9740416666666667- training loss:tensor(0.1427, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:55- training accuracy:0.9762708333333333- training loss:tensor(0.0602, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:56- training accuracy:0.97475- training loss:tensor(0.1727, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:57- training accuracy:0.9767083333333333- training loss:tensor(0.0800, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:58- training accuracy:0.9776875- training loss:tensor(0.0746, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:59- training accuracy:0.9782083333333333- training loss:tensor(0.0563, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:60- training accuracy:0.9777291666666666- training loss:tensor(0.0401, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:61- training accuracy:0.9773541666666666- training loss:tensor(0.0569, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:62- training accuracy:0.9779791666666666- training loss:tensor(0.0488, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:63- training accuracy:0.9782083333333333- training loss:tensor(0.0105, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:64- training accuracy:0.9791041666666667- training loss:tensor(0.0662, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:65- training accuracy:0.9795208333333333- training loss:tensor(0.0402, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:66- training accuracy:0.9804166666666667- training loss:tensor(0.0394, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:67- training accuracy:0.9806458333333333- training loss:tensor(0.1061, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:68- training accuracy:0.9834375- training loss:tensor(0.0306, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:69- training accuracy:0.9807291666666667- training loss:tensor(0.0042, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:70- training accuracy:0.9827083333333333- training loss:tensor(0.1124, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:71- training accuracy:0.9828125- training loss:tensor(0.0591, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:72- training accuracy:0.98275- training loss:tensor(0.0451, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:73- training accuracy:0.9838125- training loss:tensor(0.0460, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:74- training accuracy:0.9845208333333333- training loss:tensor(0.0398, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:75- training accuracy:0.9850416666666667- training loss:tensor(0.0417, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:76- training accuracy:0.9854375- training loss:tensor(0.0619, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:77- training accuracy:0.9859583333333334- training loss:tensor(0.0530, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:78- training accuracy:0.985375- training loss:tensor(0.0408, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:79- training accuracy:0.9857916666666666- training loss:tensor(0.0475, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:80- training accuracy:0.9883125- training loss:tensor(0.1629, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:81- training accuracy:0.9884166666666667- training loss:tensor(0.0524, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:82- training accuracy:0.9876875- training loss:tensor(0.0914, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:83- training accuracy:0.9889583333333334- training loss:tensor(0.0060, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:84- training accuracy:0.99075- training loss:tensor(0.0198, device='cuda:0', grad_fn=<NllLossBackward0>)
---------------------
Round 0
---------------------
Training Points - 4000
Test Accuracy - 87.72
Training
Epoch:2- training accuracy:0.17425- training loss:tensor(2.2033, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:3- training accuracy:0.285- training loss:tensor(1.9208, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:4- training accuracy:0.45525- training loss:tensor(1.1593, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:5- training accuracy:0.616- training loss:tensor(0.7948, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:6- training accuracy:0.70925- training loss:tensor(0.6865, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:7- training accuracy:0.76075- training loss:tensor(0.5614, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:8- training accuracy:0.79625- training loss:tensor(0.5933, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:9- training accuracy:0.80025- training loss:tensor(0.3454, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:10- training accuracy:0.8375- training loss:tensor(0.6328, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:11- training accuracy:0.84925- training loss:tensor(0.5540, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:12- training accuracy:0.8505- training loss:tensor(0.4413, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:13- training accuracy:0.86425- training loss:tensor(0.4255, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:14- training accuracy:0.87175- training loss:tensor(0.1472, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:15- training accuracy:0.88725- training loss:tensor(0.6013, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:16- training accuracy:0.87825- training loss:tensor(0.8085, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:17- training accuracy:0.88725- training loss:tensor(0.4132, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:18- training accuracy:0.89875- training loss:tensor(0.6898, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:19- training accuracy:0.899- training loss:tensor(0.6863, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:20- training accuracy:0.909- training loss:tensor(0.1949, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:21- training accuracy:0.916- training loss:tensor(0.3852, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:22- training accuracy:0.91625- training loss:tensor(0.2365, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:23- training accuracy:0.914- training loss:tensor(0.5172, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:24- training accuracy:0.927- training loss:tensor(0.0931, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:25- training accuracy:0.929- training loss:tensor(0.4326, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:26- training accuracy:0.93275- training loss:tensor(0.2890, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:27- training accuracy:0.94225- training loss:tensor(0.2319, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:28- training accuracy:0.9345- training loss:tensor(0.3037, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:29- training accuracy:0.94325- training loss:tensor(0.1352, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:30- training accuracy:0.94325- training loss:tensor(0.1218, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:31- training accuracy:0.94975- training loss:tensor(0.3764, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:32- training accuracy:0.94775- training loss:tensor(0.0283, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:33- training accuracy:0.95075- training loss:tensor(0.0829, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:34- training accuracy:0.95675- training loss:tensor(0.0608, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:35- training accuracy:0.95525- training loss:tensor(0.0697, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:36- training accuracy:0.95- training loss:tensor(0.0658, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:37- training accuracy:0.958- training loss:tensor(0.1568, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:38- training accuracy:0.9625- training loss:tensor(0.2327, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:39- training accuracy:0.96625- training loss:tensor(0.2564, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:40- training accuracy:0.9655- training loss:tensor(0.0951, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:41- training accuracy:0.96875- training loss:tensor(0.0330, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:42- training accuracy:0.96975- training loss:tensor(0.2805, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:43- training accuracy:0.968- training loss:tensor(0.0879, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:44- training accuracy:0.97725- training loss:tensor(0.0550, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:45- training accuracy:0.9715- training loss:tensor(0.2344, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:46- training accuracy:0.9775- training loss:tensor(0.0569, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:47- training accuracy:0.9775- training loss:tensor(0.0776, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:48- training accuracy:0.97375- training loss:tensor(0.1481, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:49- training accuracy:0.9785- training loss:tensor(0.0376, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:50- training accuracy:0.983- training loss:tensor(0.0540, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:51- training accuracy:0.9865- training loss:tensor(0.0220, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:52- training accuracy:0.99- training loss:tensor(0.0980, device='cuda:0', grad_fn=<NllLossBackward0>)
---------------------
Round 1
---------------------
Training Points - 8000
Test Accuracy - 89.84
Selection Time - 0.001682281494140625
Trainining Time - 217.27148842811584
Training
Epoch:2- training accuracy:0.194625- training loss:tensor(1.8247, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:3- training accuracy:0.43775- training loss:tensor(0.9769, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:4- training accuracy:0.662125- training loss:tensor(0.8805, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:5- training accuracy:0.7735- training loss:tensor(0.5497, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:6- training accuracy:0.80575- training loss:tensor(0.8861, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:7- training accuracy:0.836875- training loss:tensor(0.3812, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:8- training accuracy:0.85075- training loss:tensor(0.4709, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:9- training accuracy:0.865625- training loss:tensor(0.2711, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:10- training accuracy:0.8715- training loss:tensor(0.4029, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:11- training accuracy:0.8825- training loss:tensor(0.3715, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:12- training accuracy:0.892- training loss:tensor(0.2766, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:13- training accuracy:0.893625- training loss:tensor(0.5218, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:14- training accuracy:0.90275- training loss:tensor(0.2383, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:15- training accuracy:0.9025- training loss:tensor(0.2716, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:16- training accuracy:0.907125- training loss:tensor(0.3440, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:17- training accuracy:0.915- training loss:tensor(0.6322, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:18- training accuracy:0.914125- training loss:tensor(0.2134, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:19- training accuracy:0.924- training loss:tensor(0.2721, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:20- training accuracy:0.92225- training loss:tensor(0.2228, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:21- training accuracy:0.928375- training loss:tensor(0.3084, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:22- training accuracy:0.932125- training loss:tensor(0.1977, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:23- training accuracy:0.931625- training loss:tensor(0.2676, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:24- training accuracy:0.93275- training loss:tensor(0.3433, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:25- training accuracy:0.93675- training loss:tensor(0.2563, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:26- training accuracy:0.936125- training loss:tensor(0.0731, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:27- training accuracy:0.94275- training loss:tensor(0.0863, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:28- training accuracy:0.947- training loss:tensor(0.1341, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:29- training accuracy:0.949125- training loss:tensor(0.1248, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:30- training accuracy:0.95275- training loss:tensor(0.1153, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:31- training accuracy:0.95175- training loss:tensor(0.1355, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:32- training accuracy:0.95475- training loss:tensor(0.0977, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:33- training accuracy:0.957125- training loss:tensor(0.2365, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:34- training accuracy:0.957875- training loss:tensor(0.1388, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:35- training accuracy:0.959875- training loss:tensor(0.0703, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:36- training accuracy:0.960875- training loss:tensor(0.2875, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:37- training accuracy:0.955375- training loss:tensor(0.2162, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:38- training accuracy:0.964875- training loss:tensor(0.1269, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:39- training accuracy:0.965125- training loss:tensor(0.1312, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:40- training accuracy:0.970625- training loss:tensor(0.0957, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:41- training accuracy:0.97075- training loss:tensor(0.1838, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:42- training accuracy:0.9695- training loss:tensor(0.0796, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:43- training accuracy:0.971125- training loss:tensor(0.1663, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:44- training accuracy:0.97025- training loss:tensor(0.0470, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:45- training accuracy:0.972875- training loss:tensor(0.0219, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:46- training accuracy:0.975125- training loss:tensor(0.1358, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:47- training accuracy:0.973375- training loss:tensor(0.0396, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:48- training accuracy:0.97325- training loss:tensor(0.2283, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:49- training accuracy:0.976625- training loss:tensor(0.0682, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:50- training accuracy:0.980125- training loss:tensor(0.0411, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:51- training accuracy:0.976875- training loss:tensor(0.0631, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:52- training accuracy:0.98025- training loss:tensor(0.0365, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:53- training accuracy:0.979- training loss:tensor(0.0738, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:54- training accuracy:0.98475- training loss:tensor(0.1006, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:55- training accuracy:0.9865- training loss:tensor(0.0289, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:56- training accuracy:0.985- training loss:tensor(0.0322, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:57- training accuracy:0.98275- training loss:tensor(0.0141, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:58- training accuracy:0.98875- training loss:tensor(0.0150, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:59- training accuracy:0.9935- training loss:tensor(0.0125, device='cuda:0', grad_fn=<NllLossBackward0>)
---------------------
Round 2
---------------------
Training Points - 12000
Test Accuracy - 92.39
Selection Time - 0.0014879703521728516
Trainining Time - 358.9975576400757
Training
Epoch:2- training accuracy:0.22025- training loss:tensor(1.7582, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:3- training accuracy:0.5388333333333334- training loss:tensor(1.0331, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:4- training accuracy:0.758- training loss:tensor(0.5929, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:5- training accuracy:0.8178333333333333- training loss:tensor(0.3561, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:6- training accuracy:0.8450833333333333- training loss:tensor(0.6851, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:7- training accuracy:0.8668333333333333- training loss:tensor(0.5962, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:8- training accuracy:0.8759166666666667- training loss:tensor(0.1555, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:9- training accuracy:0.885- training loss:tensor(0.3362, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:10- training accuracy:0.8929166666666667- training loss:tensor(0.3561, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:11- training accuracy:0.8986666666666666- training loss:tensor(0.3563, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:12- training accuracy:0.9015- training loss:tensor(0.1087, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:13- training accuracy:0.9130833333333334- training loss:tensor(0.4283, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:14- training accuracy:0.9171666666666667- training loss:tensor(0.2132, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:15- training accuracy:0.9215833333333333- training loss:tensor(0.3969, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:16- training accuracy:0.9223333333333333- training loss:tensor(0.5023, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:17- training accuracy:0.9284166666666667- training loss:tensor(0.1606, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:18- training accuracy:0.9325833333333333- training loss:tensor(0.2958, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:19- training accuracy:0.9288333333333333- training loss:tensor(0.1704, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:20- training accuracy:0.93625- training loss:tensor(0.3196, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:21- training accuracy:0.9405833333333333- training loss:tensor(0.1420, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:22- training accuracy:0.9384166666666667- training loss:tensor(0.2706, device='cuda:0', grad_fn=<NllLossBackward0>)
